"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"03/10/2023","26/09/2023","mTBI Recruitment Launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5972404"
"03/10/2023","16/08/2023","E-blast to promote study","Not Started","436760","Research ","Mailchimp","","-Include links to TBI podcast episodes","MMC","STAR C2 TBI Study Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903892"
"29/09/2023","25/09/2023","One Spirit Unity Run blog post","Not Started","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5970464"
"29/09/2023","10/07/2023","PSE webpage","Placeholder","","","Website content","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838795"
"28/09/2023","29/08/2023","Launch CIMVHR social promotion","Completed","AADBCD","Partnerships + Stakeholder Relations","Social Campaign","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5925915"
"28/09/2023","04/10/2023","Update #3 - Family Summit web content","Completed","AA00FF","Lived Experience","Website content","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5985940"
"27/09/2023","04/04/2023","In-person RG meeting","Completed","AADBCD","Partnerships + Stakeholder Relations","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5664599"
"27/09/2023","16/08/2023","Social Media Campaign","Approved","436760","Research ","Social Campaign","","Organic and paid social","MMC","STAR C2 TBI Study Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903933"
"27/09/2023","22/08/2023","TBI Public Launch","Approved","436760","Research ","Social post","","","Clinical Research","STAR C2 TBI Study Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5911538"
"26/09/2023","23/08/2023","In-person Reference Group meeting","Not Started","AADBCD","Partnerships + Stakeholder Relations","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5916205"
"26/09/2023","20/09/2023","Follow-up email to those who have RSVP'd","Completed","AADBCD","Partnerships + Stakeholder Relations","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5963589"
"26/09/2023","20/09/2023","Invitation to staff","Completed","AADBCD","Partnerships + Stakeholder Relations","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5963597"
"26/09/2023","20/09/2023","Follow-up email to those who have not RSVP'd","Completed","AADBCD","Partnerships + Stakeholder Relations","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5963596"
"26/09/2023","21/09/2023","RFP: Rapid review - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5965890"
"26/09/2023","22/09/2023","RFP: Rapid review - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5967629"
"26/09/2023","08/08/2023","RFP: Rapid review project","Completed","FF00AA","Knowledge Mobilization","Other","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5889485"
"25/09/2023","13/09/2023","What Veterans taught me about love","Placeholder","FFAA00","MMC","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5951803"
"24/09/2023","30/08/2023","Police and Peace Officers Memorial Service Social Post","Not Started","FFAA00","MMC","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927301"
"22/09/2023","30/08/2023","Print ad: Legion Magazine - Remembrance","Completed","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927380"
"22/09/2023","29/03/2023","CBTm service provider training","Not Started","248C95","Implementation","Implementation training","","","Pillar: Improve Care & Support, Implementation","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5650614"
"21/09/2023","20/09/2023","Update #2 - Family Summit web content","Completed","AA00FF","Lived Experience","Website content","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5963602"
"21/09/2023","16/08/2023","Family-Focussed MindKit blog","Not Started","AA00FF","Lived Experience","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903921"
"20/09/2023","20/09/2023","Registration now open - promo card for CIMVHR","In Progress","AA00FF","Lived Experience","Graphic design","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5963601"
"18/09/2023","13/09/2023","SKY for PTSD e-blast","Placeholder","248C95","Implementation","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5951854"
"18/09/2023","18/09/2023","SKY for PTSD Recruitment - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5957942"
"18/09/2023","18/09/2023","SKY for PTSD Recruitment - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5957943"
"17/09/2023","30/08/2023","WW2: Battle of Britain Ceremony Social Post","In Progress","FFAA00","MMC","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927284"
"15/09/2023","06/09/2023","Military Family Appreciation Day 2023 - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5939882"
"15/09/2023","06/09/2023","Military Family Appreciation Day 2023 - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5939883"
"15/09/2023","30/08/2023","Print ad: Esprit de Corps - October","Completed","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927378"
"15/09/2023","22/08/2023","Podcast Recording - Helena Hawryluk","Not Started","AA00FF","Lived Experience","Podcast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5911715"
"15/09/2023","30/08/2023","Military Family Appreciation Day Social Post","In Production","FFAA00","MMC","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927287"
"12/09/2023","06/09/2023","Registration now open social promotion","Completed","AA00FF","Lived Experience","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5938971"
"12/09/2023","25/04/2023","Print ad: The Quarterly - Fall (RCMP)","Completed","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5704504"
"12/09/2023","06/09/2023","Family Summit 2024 - Registration now open - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5939884"
"12/09/2023","06/09/2023","Family Summit 2024 - Registration now open - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5939719"
"12/09/2023","08/05/2023","Family Summit 2024: Registration now open","Completed","AA00FF","Lived Experience","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5727048"
"11/09/2023","11/09/2023","(Reminder) RFP Launch - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5946460"
"11/09/2023","11/09/2023","(Reminder) RFP Launch - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5946461"
"11/09/2023","11/09/2023","Family Summit 2024 - Registration now open - French sharable","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5946175"
"11/09/2023","11/09/2023","Family Summit 2024 - Registration now open - English sharable","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5946176"
"10/09/2023","30/08/2023","World Suicide Prevention Day Social Post","Not Started","FFAA00","MMC","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927411"
"08/09/2023","23/08/2023","CIMVHR 2023 webpage","In Progress","AADBCD","Partnerships + Stakeholder Relations","Website content","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5916183"
"08/09/2023","21/08/2023","Strategic plan","Not Started","E8E7C3","Project Management Office","Corporate document","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5910082"
"05/09/2023","30/08/2023","Perspectives Blog E-blast","Placeholder","AA00FF","Lived Experience","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5928587"
"31/08/2023","31/08/2023","MBTM Ep 10 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5929642"
"31/08/2023","30/08/2023","MBTM Episode 10 - EN Jason Anderson","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927880"
"31/08/2023","30/08/2023","MBTM Ep 10","Completed","AA00FF","Lived Experience","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5927855"
"30/08/2023","14/08/2023","Launch Brenda's episode","Completed","AA00FF","Lived Experience","Social Campaign","","","","We Serve Video Campaign","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5899853"
"30/08/2023","16/08/2023","Podcast Episode 10 - Jason Anderson","In Progress","AA00FF","Lived Experience","Podcast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903815"
"29/08/2023","29/08/2023","Follow-up email for Reception ","Not Started","AADBCD","Partnerships + Stakeholder Relations","Eblast","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5925913"
"29/08/2023","16/08/2023","Perspectives Blog - Markus","Not Started","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903858"
"28/08/2023","25/08/2023","VEGA recruitment - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919680"
"28/08/2023","25/08/2023","VEGA recruitment - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919681"
"28/08/2023","23/08/2023","Launch email + social for VEGA","Completed","436760","Research ","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5915335"
"24/08/2023","25/08/2023","Research Compass - Introductory - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919678"
"24/08/2023","25/08/2023","Research Compass - Introductory - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919679"
"24/08/2023","25/08/2023","CBTm Training 09/22 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919682"
"24/08/2023","14/08/2023","Gender Identity recruitment","Published","436760","Research ","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5900189"
"24/08/2023","25/08/2023","CBTm 09/22 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5919683"
"24/08/2023","24/08/2023","Research Compass","Completed","436760","Research ","Newsletter","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5917586"
"24/08/2023","24/07/2023","CBTm E-Blast","In Progress","248C95","Implementation","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5862676"
"23/08/2023","26/03/2023","Publish blog 10","Not Started","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640594"
"23/08/2023","14/07/2023","(copy) Re-share INSPIRE survey","Completed","436760","Research ","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5848203"
"23/08/2023","14/08/2023","Launch Heather's episode","Completed","AA00FF","Lived Experience","Social Campaign","","","","We Serve Video Campaign","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5899846"
"17/08/2023","16/08/2023","Analytics Report - PE + CPT","Not Started","FFAA00","MMC","Other","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5903870"
"16/08/2023","26/03/2023","Research newsletter no. 1","In Progress","436760","Research ","Newsletter","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640588"
"16/08/2023","15/08/2023","Finalize Brian's bio","Completed","","","Editing/Copy-editing","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5901722"
"15/08/2023","15/08/2023","Upload Fardous's headshot","Completed","","","Other","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5902111"
"15/08/2023","15/08/2023","Finalize Fardous's bio","Completed","AA00FF","Lived Experience","Editing/Copy-editing","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5901724"
"14/08/2023","14/08/2023","Edit registration video","Completed","","","Video","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5900171"
"10/08/2023","23/06/2023","Impact Report 22/23 - F","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5813544"
"10/08/2023","07/06/2023","Impact Report 22/23 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5784309"
"09/08/2023","14/07/2023","Re-share INSPIRE survey","Completed","","","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5848202"
"08/08/2023","02/08/2023","RFP Launch - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5879252"
"08/08/2023","02/08/2023","RFP Launch - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5879251"
"31/07/2023","28/07/2023","Atlas email change - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5870965"
"31/07/2023","28/07/2023","Atlas email change - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5871026"
"31/07/2023","10/07/2023","Change of email","Not Started","FFAA00","MMC","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5839219"
"31/07/2023","26/07/2023","Launch Reception Networking invitation","In Progress","","","Eblast","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5866960"
"28/07/2023","27/07/2023","MBTM Episode 9 - Scott Casey","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5869449"
"28/07/2023","28/07/2023","MBTM Ep 9 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5871816"
"28/07/2023","26/05/2023","Brainstorm RG newsletter ideas","Not Started","","","Newsletter","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5763861"
"28/07/2023","30/05/2023","IPV video + topic page promo","Not Started","FF00AA","Knowledge Mobilization","Promotion plan","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5767661"
"27/07/2023","26/06/2023","MBTM Ep #9: Scott Casey","In Progress","AA00FF","Lived Experience","Podcast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5815343"
"26/07/2023","26/07/2023","Launch Ross's video","Completed","","","Social post","","","","We Serve Video Campaign","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5867235"
"21/07/2023","24/05/2023","Revisions to treatment options webpage","Not Started","436760","Research ","Website content","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5759695"
"21/07/2023","17/05/2023","Sage Magazine - Fall issue","Not Started","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5746101"
"21/07/2023","13/04/2023","Resource Highlights Booklet","Not Started","","","Corporate document","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5680609"
"20/07/2023","20/03/2023","SKY Study Google Ad Campaign","In Progress","436760","Research ","Google Ad campaign","","","Implementation, Applied Research","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5627532"
"20/07/2023","20/07/2023","MC101 Survey - Service Providers - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5857163"
"20/07/2023","20/07/2023","MC101 Survey - V/VF - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5857164"
"20/07/2023","20/07/2023","MC101 Survey - Service Providers - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5857165"
"20/07/2023","20/07/2023","MC101 Survey - V/VF - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5857202"
"20/07/2023","21/06/2023","MC101 Survey Go-Live","Not Started","248C95","Implementation","Other","","Survey launches on July 18th and is currently planned to be live for 2 weeks, closing on July 31st.","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5809333"
"20/07/2023","14/07/2023","Registration now open for email","In Progress","","","Eblast","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5848195"
"19/07/2023","14/07/2023","Re-share INSPIRE survey","Completed","","","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5848201"
"19/07/2023","14/07/2023","Registration now open - Social","In Progress","","","Promotion plan","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5848188"
"19/07/2023","06/07/2023","Launch Glenda's video","Completed","","","Social post","","","","We Serve Video Campaign","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5832015"
"14/07/2023","10/07/2023","Resource booklet ideation finalized","Not Started","","","Graphic design","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838819"
"13/07/2023","14/03/2023","STAR-C2 mTBI Study","In Progress","FFAA00","MMC","Google Ad campaign","","Build a Google Ad campaign to support recruitment efforts for the STAR-C2 mTBI research study","Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5613448"
"12/07/2023","01/06/2023","We Serve video","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774252"
"12/07/2023","26/03/2023","RCMP: dedicated webpage","In Progress","FFAA00","MMC","Website content","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640508"
"12/07/2023","11/04/2023","AGM","In Progress","","","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5675943"
"12/07/2023","14/06/2023","STAR C2 TBI "Ask me anything"","Not Started","436760","Research ","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5797090"
"12/07/2023","06/07/2023","Launch Nigel's video","Completed","","","Social post","","","","We Serve Video Campaign","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5832011"
"11/07/2023","10/07/2023","Consolidate presenters' bios","In Progress","","","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838815"
"11/07/2023","30/05/2023","Episode 11 Recording","Not Started","AA00FF","Lived Experience","Podcast","","Guest: Candice Monson
Recording link: https://riverside.fm/studio/popuppodcasting?t=42cf92dccd135b7b3d00","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5767479"
"10/07/2023","10/07/2023","Finalize Reception artwork","Completed","","","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838809"
"10/07/2023","10/07/2023","Finalize TG email","Not Started","","","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838804"
"10/07/2023","10/07/2023","Finalize Reception invitation letter","Not Started","","","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5838808"
"06/07/2023","04/07/2023","Release monthly stats for May & June","Completed","","","Other","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5828697"
"06/07/2023","22/06/2023","Perspectives Blog - Peer support","In Progress","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5812295"
"04/07/2023","12/04/2023","All-Staff Meeting","In Progress","AA00FF","Lived Experience","Podcast","","","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5678784"
"04/07/2023","30/05/2023","Present new IDEA framework","Not Started","FFAA00","MMC","Corporate document","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5767772"
"29/06/2023","28/03/2023","Peer support map","Not Started","FF00AA","Knowledge Mobilization","Promotion plan","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5646093"
"29/06/2023","30/05/2023","Episode 10 Recording with Jason Anderson","Not Started","AA00FF","Lived Experience","Podcast","","Guest: Jason Anderson
Recording link: https://riverside.fm/studio/popuppodcasting?t=42cf92dccd135b7b3d00","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5767477"
"29/06/2023","24/05/2023","Peer support map","Not Started","FF00AA","Knowledge Mobilization","Eblast","","","","Peer support map","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5758607"
"29/06/2023","13/04/2023","Peer support press release","In Progress","FF00AA","Knowledge Mobilization","Press release","","","","Peer support map","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5680776"
"29/06/2023","09/05/2023","Peer support map launch","Not Started","FF00AA","Knowledge Mobilization","Social Campaign","","","","Peer support map","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5729172"
"29/06/2023","27/06/2023","Peer support map launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5819025"
"29/06/2023","27/06/2023","Peer support map launch - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5818984"
"27/06/2023","01/06/2023","PTSD Awareness Day","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774276"
"23/06/2023","25/04/2023","Print ad: The Quarterly - Summer (RCMP)","Completed","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5704493"
"22/06/2023","21/06/2023","Veterans in the media - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5809225"
"22/06/2023","21/06/2023","Veterans in the media - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5809116"
"22/06/2023","01/05/2023","Veterans in the media page launch","Not Started","FF00AA","Knowledge Mobilization","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5714451"
"22/06/2023","29/03/2023","CBTm training session","Completed","248C95","Implementation","Implementation training","","","Pillar: Improve Care & Support, Implementation","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5650598"
"21/06/2023","01/06/2023","National Aboriginal Day: Generic post","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774274"
"21/06/2023","01/06/2023","Sharp's story","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774275"
"21/06/2023","06/06/2023","Travel Grants Expression of Interest: Poster","Completed","","","Graphic design","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5781515"
"20/06/2023","20/06/2023","MBTM Ep 8 - TBI with Ryan Carey FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5807866"
"20/06/2023","07/06/2023","MBTM Ep 8 - TBI with Ryan Carey EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5786109"
"20/06/2023","20/03/2023","Podcast Ep 8 - TBI with Ryan Carey","In Progress","FFAA00","MMC","Podcast","","Second part of a two-part mini series on TBIs. Featuring CFL player and Veteran Ryan Carey","Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5627874"
"19/06/2023","26/03/2023","Publish blog 9","Not Started","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640591"
"19/06/2023","10/05/2023","Family Summit 2024 - Save The Date","Completed","","","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5733151"
"19/06/2023","19/06/2023","Family Summit 2024: SAVE THE DATE - F (corrected link)","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5804632"
"19/06/2023","19/06/2023","Family Summit 2024: SAVE THE DATE - E (corrected link)","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5804633"
"19/06/2023","02/06/2023","Family Summit 2024: SAVE THE DATE - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5776021"
"19/06/2023","06/06/2023","Family Summit 2024: SAVE THE DATE - F","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5782217"
"19/06/2023","11/05/2023","Save the date (Email)","Completed","","","Eblast","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5735766"
"19/06/2023","11/05/2023","Save the date (Poster)","Completed","","","Graphic design","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5735760"
"17/06/2023","01/06/2023","Communicating your way to a better place: re-share","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774270"
"16/06/2023","19/06/2023","Edit VEGA social artwork","Completed","","","Graphic design","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5804092"
"15/06/2023","01/06/2023","PTSD 101: Neurofeedback therapy","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774249"
"15/06/2023","24/05/2023","rtfMRI study recruitment","Not Started","436760","Research ","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5759466"
"15/06/2023","15/06/2023","KmB/Implementation job posting","Completed","","","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5799972"
"13/06/2023","01/06/2023","PTSD 101: Resources for Families and friends","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774245"
"13/06/2023","01/06/2023","MC101 Lab 6","Not Started","FF00AA","Knowledge Mobilization","Event","","Veteran and Veteran Family focused engagement lab facilitated by Overlap Associates. https://overlapassociates.zoom.us/meeting/register/tZIsd-GsqTouHNHmct-2qCDTdSp8cirgEMkZ#/registration","Implementation, MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5773357"
"13/06/2023","17/05/2023","ANAVETS annual review ad","Completed","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5746149"
"12/06/2023","01/06/2023","PTSD 101: Getting the right diagnosis","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774243"
"09/06/2023","01/06/2023","Re-share podcast ep.1","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774241"
"09/06/2023","01/06/2023","PTSD 101 - signs of PTSD","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774240"
"08/06/2023","26/03/2023","Youth microsite","In Progress","FF00AA","Knowledge Mobilization","Website content","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640549"
"08/06/2023","07/06/2023","MindKit launch - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5786062"
"08/06/2023","08/06/2023","MindKit launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5787231"
